station_id,latitude (degrees north),longitude (degrees east),date_time,air_temperature (C°),sea_level_pressure (hPa),wind_speed (m/s),gust_speed (m/s),significant_wave_height (m),dominant_wave_period (s),sea_surface_temperature (C°),wind_speed_cwind (m/s)
2868934,44.63899994,-124.5339966,2013-04-26 19:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.400000095
2868934,44.63899994,-124.5339966,2013-04-26 19:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.400000095
2868934,44.63899994,-124.5339966,2013-04-26 19:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.699999809
2868934,44.63899994,-124.5339966,2013-04-26 20:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.199999809
2868934,44.63899994,-124.5339966,2013-04-26 20:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.699999809
2868934,44.63899994,-124.5339966,2013-04-26 20:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,7.5
2868934,44.63899994,-124.5339966,2013-04-26 20:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,7.5
2868934,44.63899994,-124.5339966,2013-04-26 20:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,7.199999809
2868934,44.63899994,-124.5339966,2013-04-26 20:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,7.199999809
2868934,44.63899994,-124.5339966,2013-04-26 20:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,8.199999809
2868934,44.63899994,-124.5339966,2013-04-26 21:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,7.5
2868934,44.63899994,-124.5339966,2013-04-26 21:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,7.300000191
2868934,44.63899994,-124.5339966,2013-04-26 21:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,7.099999905
2868934,44.63899994,-124.5339966,2013-04-26 21:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.0
2868934,44.63899994,-124.5339966,2013-04-26 21:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.599999905
2868934,44.63899994,-124.5339966,2013-04-26 21:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.599999905
2868934,44.63899994,-124.5339966,2013-04-26 21:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.699999809
2868934,44.63899994,-124.5339966,2013-04-26 22:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.900000095
2868934,44.63899994,-124.5339966,2013-04-26 22:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.900000095
2868934,44.63899994,-124.5339966,2013-04-26 22:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.900000095
2868934,44.63899994,-124.5339966,2013-04-26 22:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.800000191
2868934,44.63899994,-124.5339966,2013-04-26 22:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.599999905
2868934,44.63899994,-124.5339966,2013-04-26 22:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.599999905
2868934,44.63899994,-124.5339966,2013-04-26 22:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.5
2868934,44.63899994,-124.5339966,2013-04-26 23:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.800000191
2868934,44.63899994,-124.5339966,2013-04-26 23:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.099999905
2868934,44.63899994,-124.5339966,2013-04-26 23:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.699999809
2868934,44.63899994,-124.5339966,2013-04-26 23:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.699999809
2868934,44.63899994,-124.5339966,2013-04-26 23:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.699999809
2868934,44.63899994,-124.5339966,2013-04-26 23:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.699999809
2868934,44.63899994,-124.5339966,2013-04-26 23:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.400000095
2868934,44.63899994,-124.5339966,2013-04-27 00:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.400000095
2868934,44.63899994,-124.5339966,2013-04-27 00:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.900000095
2868934,44.63899994,-124.5339966,2013-04-27 00:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.0
2868934,44.63899994,-124.5339966,2013-04-27 00:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.199999809
2868934,44.63899994,-124.5339966,2013-04-27 00:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.0
2868934,44.63899994,-124.5339966,2013-04-27 00:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.800000191
2868934,44.63899994,-124.5339966,2013-04-27 00:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.800000191
2868934,44.63899994,-124.5339966,2013-04-27 01:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.599999905
2868934,44.63899994,-124.5339966,2013-04-27 01:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.699999809
2868934,44.63899994,-124.5339966,2013-04-27 01:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.5
2868934,44.63899994,-124.5339966,2013-04-27 01:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.300000191
2868934,44.63899994,-124.5339966,2013-04-27 01:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.300000191
2868934,44.63899994,-124.5339966,2013-04-27 01:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.300000191
2868934,44.63899994,-124.5339966,2013-04-27 01:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.400000095
2868934,44.63899994,-124.5339966,2013-04-27 02:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.099999905
2868934,44.63899994,-124.5339966,2013-04-27 02:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,5.900000095
2868934,44.63899994,-124.5339966,2013-04-27 02:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.099999905
2868934,44.63899994,-124.5339966,2013-04-27 02:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.300000191
2868934,44.63899994,-124.5339966,2013-04-27 02:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.300000191
2868934,44.63899994,-124.5339966,2013-04-27 02:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.300000191
2868934,44.63899994,-124.5339966,2013-04-27 02:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.400000095
2868934,44.63899994,-124.5339966,2013-04-27 03:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,6.400000095
2868934,44.63899994,-124.5339966,2013-04-27 04:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.5
2868934,44.63899994,-124.5339966,2013-04-27 04:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.099999905
2868934,44.63899994,-124.5339966,2013-04-27 04:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.900000095
2868934,44.63899994,-124.5339966,2013-04-27 04:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.299999952
2868934,44.63899994,-124.5339966,2013-04-27 04:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.700000048
2868934,44.63899994,-124.5339966,2013-04-27 04:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.700000048
2868934,44.63899994,-124.5339966,2013-04-27 04:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 05:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.0
2868934,44.63899994,-124.5339966,2013-04-27 05:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 05:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.700000048
2868934,44.63899994,-124.5339966,2013-04-27 05:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.899999976
2868934,44.63899994,-124.5339966,2013-04-27 05:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.0
2868934,44.63899994,-124.5339966,2013-04-27 05:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.0
2868934,44.63899994,-124.5339966,2013-04-27 05:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.200000048
2868934,44.63899994,-124.5339966,2013-04-27 06:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 06:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 06:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 06:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.200000048
2868934,44.63899994,-124.5339966,2013-04-27 06:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.0
2868934,44.63899994,-124.5339966,2013-04-27 06:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.0
2868934,44.63899994,-124.5339966,2013-04-27 06:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.099999905
2868934,44.63899994,-124.5339966,2013-04-27 07:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.200000048
2868934,44.63899994,-124.5339966,2013-04-27 07:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.200000048
2868934,44.63899994,-124.5339966,2013-04-27 07:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.700000048
2868934,44.63899994,-124.5339966,2013-04-27 07:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.700000048
2868934,44.63899994,-124.5339966,2013-04-27 07:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.5
2868934,44.63899994,-124.5339966,2013-04-27 07:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.5
2868934,44.63899994,-124.5339966,2013-04-27 07:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.599999905
2868934,44.63899994,-124.5339966,2013-04-27 08:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.700000048
2868934,44.63899994,-124.5339966,2013-04-27 08:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.5
2868934,44.63899994,-124.5339966,2013-04-27 08:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.400000095
2868934,44.63899994,-124.5339966,2013-04-27 08:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.700000048
2868934,44.63899994,-124.5339966,2013-04-27 08:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.799999952
2868934,44.63899994,-124.5339966,2013-04-27 08:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.799999952
2868934,44.63899994,-124.5339966,2013-04-27 08:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.5
2868934,44.63899994,-124.5339966,2013-04-27 09:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 09:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.200000048
2868934,44.63899994,-124.5339966,2013-04-27 09:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.099999905
2868934,44.63899994,-124.5339966,2013-04-27 09:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.200000048
2868934,44.63899994,-124.5339966,2013-04-27 09:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.099999905
2868934,44.63899994,-124.5339966,2013-04-27 09:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.099999905
2868934,44.63899994,-124.5339966,2013-04-27 09:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.899999976
2868934,44.63899994,-124.5339966,2013-04-27 10:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.600000024
2868934,44.63899994,-124.5339966,2013-04-27 10:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.200000048
2868934,44.63899994,-124.5339966,2013-04-27 10:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.299999952
2868934,44.63899994,-124.5339966,2013-04-27 10:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.200000048
2868934,44.63899994,-124.5339966,2013-04-27 10:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.899999976
2868934,44.63899994,-124.5339966,2013-04-27 10:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.899999976
2868934,44.63899994,-124.5339966,2013-04-27 10:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.699999988
2868934,44.63899994,-124.5339966,2013-04-27 11:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.699999988
2868934,44.63899994,-124.5339966,2013-04-27 11:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.699999988
2868934,44.63899994,-124.5339966,2013-04-27 11:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.800000012
2868934,44.63899994,-124.5339966,2013-04-27 11:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.0
2868934,44.63899994,-124.5339966,2013-04-27 11:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.299999952
2868934,44.63899994,-124.5339966,2013-04-27 11:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.399999976
2868934,44.63899994,-124.5339966,2013-04-27 11:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.399999976
2868934,44.63899994,-124.5339966,2013-04-27 12:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.600000024
2868934,44.63899994,-124.5339966,2013-04-27 12:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.899999976
2868934,44.63899994,-124.5339966,2013-04-27 12:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.099999905
2868934,44.63899994,-124.5339966,2013-04-27 12:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.5
2868934,44.63899994,-124.5339966,2013-04-27 12:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.799999952
2868934,44.63899994,-124.5339966,2013-04-27 12:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.799999952
2868934,44.63899994,-124.5339966,2013-04-27 12:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.700000048
2868934,44.63899994,-124.5339966,2013-04-27 13:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.700000048
2868934,44.63899994,-124.5339966,2013-04-27 13:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 13:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 13:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.700000048
2868934,44.63899994,-124.5339966,2013-04-27 13:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.200000048
2868934,44.63899994,-124.5339966,2013-04-27 13:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.200000048
2868934,44.63899994,-124.5339966,2013-04-27 13:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.200000048
2868934,44.63899994,-124.5339966,2013-04-27 14:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.799999952
2868934,44.63899994,-124.5339966,2013-04-27 14:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 14:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 14:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.299999952
2868934,44.63899994,-124.5339966,2013-04-27 14:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 14:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 14:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 15:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.5
2868934,44.63899994,-124.5339966,2013-04-27 15:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.299999952
2868934,44.63899994,-124.5339966,2013-04-27 15:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.200000048
2868934,44.63899994,-124.5339966,2013-04-27 15:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 15:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 15:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 15:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.5
2868934,44.63899994,-124.5339966,2013-04-27 16:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.299999952
2868934,44.63899994,-124.5339966,2013-04-27 16:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 16:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.299999952
2868934,44.63899994,-124.5339966,2013-04-27 16:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.400000095
2868934,44.63899994,-124.5339966,2013-04-27 16:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 16:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 16:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.299999952
2868934,44.63899994,-124.5339966,2013-04-27 17:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.399999976
2868934,44.63899994,-124.5339966,2013-04-27 17:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.800000012
2868934,44.63899994,-124.5339966,2013-04-27 17:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.600000024
2868934,44.63899994,-124.5339966,2013-04-27 17:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.100000024
2868934,44.63899994,-124.5339966,2013-04-27 17:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.899999976
2868934,44.63899994,-124.5339966,2013-04-27 17:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.200000048
2868934,44.63899994,-124.5339966,2013-04-27 17:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.200000048
2868934,44.63899994,-124.5339966,2013-04-27 18:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.100000024
2868934,44.63899994,-124.5339966,2013-04-27 18:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.299999952
2868934,44.63899994,-124.5339966,2013-04-27 18:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.5
2868934,44.63899994,-124.5339966,2013-04-27 18:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.699999988
2868934,44.63899994,-124.5339966,2013-04-27 18:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,0.800000012
2868934,44.63899994,-124.5339966,2013-04-27 18:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.700000048
2868934,44.63899994,-124.5339966,2013-04-27 18:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.700000048
2868934,44.63899994,-124.5339966,2013-04-27 19:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.400000095
2868934,44.63899994,-124.5339966,2013-04-27 19:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.700000048
2868934,44.63899994,-124.5339966,2013-04-27 19:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,1.799999952
2868934,44.63899994,-124.5339966,2013-04-27 19:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 19:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.700000048
2868934,44.63899994,-124.5339966,2013-04-27 19:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.5
2868934,44.63899994,-124.5339966,2013-04-27 19:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.5
2868934,44.63899994,-124.5339966,2013-04-27 20:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.299999952
2868934,44.63899994,-124.5339966,2013-04-27 20:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.0
2868934,44.63899994,-124.5339966,2013-04-27 20:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.099999905
2868934,44.63899994,-124.5339966,2013-04-27 20:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.799999952
2868934,44.63899994,-124.5339966,2013-04-27 20:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.400000095
2868934,44.63899994,-124.5339966,2013-04-27 20:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.400000095
2868934,44.63899994,-124.5339966,2013-04-27 20:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.599999905
2868934,44.63899994,-124.5339966,2013-04-27 21:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.5
2868934,44.63899994,-124.5339966,2013-04-27 21:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.099999905
2868934,44.63899994,-124.5339966,2013-04-27 21:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 21:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.5
2868934,44.63899994,-124.5339966,2013-04-27 21:40:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 21:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,2.900000095
2868934,44.63899994,-124.5339966,2013-04-27 21:50:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.599999905
2868934,44.63899994,-124.5339966,2013-04-27 22:00:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.299999952
2868934,44.63899994,-124.5339966,2013-04-27 22:10:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.400000095
2868934,44.63899994,-124.5339966,2013-04-27 22:20:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,3.599999905
2868934,44.63899994,-124.5339966,2013-04-27 22:30:00+00:00,11.39999962,1017.700012,5.0,7.0,1.100000024,9.0,11.80000019,4.5
